16,44,46,5,0,0.64069694566203
18,25,24,26,2,0.938199958443198
16,30,30,18,3,0.966284541006236
18,24,37,18,0,0.922565546820218
16,33,41,12,0,0.927187708484786
21,22,40,18,0,0.888103405762476
10,40,36,12,0,0.931484354975777
16,12,23,30,5,0.936437410142957
23,26,49,18,2,0.905400386598828
16,16,39,19,3,0.97475316409917
20,19,34,22,0,0.857080516582628
18,23,52,6,0,0.934218626796301
30,42,34,11,1,0.210249084300825
20,36,52,8,0,0.761740570575334
18,38,20,18,3,0.876581867332859
27,15,28,25,2,0.707723648955509
15,33,40,12,6,0.956752481931237
44,15,21,35,0,9.45802157172484e-10
51,39,55,12,0,6.84176417466922e-28
18,22,19,24,6,0.907039206168781
27,22,44,19,0,0.663107793066056
6,52,57,6,0,0.815420541074485
56,44,35,6,0,2.02430903076165e-49
19,30,37,27,0,0.782018683819462
38,24,29,22,1,0.0355212095675503
13,33,44,9,0,0.939729392064557
22,31,37,21,0,0.66137918331625
23,30,30,14,5,0.91593716679277
30,37,24,21,1,0.184203664061722
32,32,39,21,0,0.224192135695468
23,20,46,19,1,0.829742507529249
16,14,40,21,0,0.921158451255427
58,19,31,22,2,5.59699220356589e-58
9,19,40,21,2,0.987739855020421
18,38,40,15,0,0.840390779899699
4,16,18,27,11,1
17,34,38,12,0,0.895950065914184
28,35,36,18,0,0.335692780725081
29,39,39,17,2,0.452572738669394
24,40,38,20,0,0.334389995860168
15,26,29,25,0,0.912221678543714
11,47,27,15,1,0.871654399977978
22,8,26,34,0,0.490296798071227
29,22,41,22,1,0.512498313814264
73,18,34,28,3,7.63586294825022e-162
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
a
