distance_53N5207_19_6_45:59_AS-CC
distance_53N5112_02_0_41:57_AS-CC
distance_53N5213_02_8_38:51_AS-CC
distance_53N5255_02_0_44:28_AS-CC
distance_53N5221_02_0_44:18_AS-CC
distance_53N4663_02_8_37:39_AS-CC
distance_53N5213_02_2_43:22_AS-CC
distance_53N5213_02_0_39:39_AS-CC
distance_53N5112_02_4_41:12_AS-CC
distance_53N4663_02_6_41:21_AS-CC
distance_53N5174_02_6_38:07_AS-CC
distance_53N4663_02_4_43:32_AS-CC
distance_53N5221_02_8_38:45_AS-CC
distance_53N5174_02_4_44:01_AS-CC
distance_53N5112_02_8_35:08_AS-CC
distance_53N5255_02_6_39:18_AS-CC
distance_53N5255_02_4_38:36_AS-CC
distance_53N5174_02_0_42:33_AS-CC
distance_53N5174_02_2_40:00_AS-CC
distance_53N5221_02_6_44:57_AS-CC
distance_53N5112_11_2_43:19_AS-CC
distance_53N4663_11_8_42:23_AS-CC
distance_53N5112_11_6_44:54_AS-CC
distance_53N4663_11_0_38:37_AS-CC
distance_53N5112_11_4_44:38_AS-CC
distance_53N4663_11_2_41:18_AS-CC
distance_53N5112_03_0_44:06_AS-CC
distance_53N5207_03_0_44:19_AS-CC
distance_53N4663_03_0_42:21_AS-CC
distance_53N5207_03_4_44:09_AS-CC
distance_53N4663_03_6_43:42_AS-CC
distance_53N4663_03_2_43:42_AS-CC
distance_53N5207_03_2_43:55_AS-CC
distance_53N5112_03_8_38:27_AS-CC
distance_53N5112_03_4_41:09_AS-CC
distance_53N5174_03_3_43:55_AS-CC
distance_53N5112_03_2_43:11_AS-CC
distance_53N5174_03_1_42:50_AS-CC
distance_53N5255_08_6_44:25_AS-CC
distance_53N5255_08_8_35:02_AS-CC
distance_53N5255_08_0_42:54_AS-CC
distance_53N5209_08_2_43:58_AS-CC
distance_53N5112_08_0_45:07_AS-CC
distance_53N5221_08_6_42:35_AS-CC
distance_53N5221_08_8_42:32_AS-CC
distance_53N5255_08_4_41:04_AS-CC
distance_53N5209_08_0_44:00_AS-CC
distance_53N5112_08_2_39:53_AS-CC
distance_53N5221_08_0_43:12_AS-CC
distance_53N5221_08_2_44:58_AS-CC
distance_53N5112_08_4_40:12_AS-CC
distance_53N5213_09_2_44:22_AS-CC
distance_53N5221_09_6_43:52_AS-CC
distance_53N5213_09_8_35:45_AS-CC
distance_53N5218_09_0_42:54_AS-CC
distance_53N5209_09_2_42:17_AS-CC
distance_53N5174_09_2_45:24_AS-CC
distance_53N4663_09_0_42:31_AS-CC
distance_53N5112_09_0_44:01_AS-CC
distance_53N5174_09_6_43:01_AS-CC
distance_53N5174_09_4_43:12_AS-CC
distance_53N5213_09_6_45:13_AS-CC
distance_53N5112_09_4_45:30_AS-CC
distance_53N5213_09_4_45:47_AS-CC
distance_53N5213_09_0_39:26_AS-CC
distance_53N5255_09_2_45:39_AS-CC
distance_53N5218_09_6_41:49_AS-CC
distance_53N5255_09_0_45:15_AS-CC
distance_53N5218_09_8_37:39_AS-CC
distance_53N5255_09_8_37:58_AS-CC
distance_53N5218_09_4_43:56_AS-CC
distance_53N5221_09_2_43:24_AS-CC
distance_53N5209_09_4_45:20_AS-CC
distance_53N5209_09_8_41:27_AS-CC
distance_53N5221_09_10_34:35_AS-CC
distance_53N5255_09_4_42:18_AS-CC
distance_53N5112_09_6_45:51_AS-CC
distance_53N4663_09_8_39:27_AS-CC
distance_53N5218_09_2_43:26_AS-CC
distance_53N5112_09_2_42:26_AS-CC
distance_53N4663_09_6_44:33_AS-CC
distance_53N5221_09_4_44:32_AS-CC
distance_53N5255_09_6_43:31_AS-CC
distance_53N5221_09_0_41:53_AS-CC
distance_53N5221_09_8_45:45_AS-CC
distance_53N5174_09_8_37:48_AS-CC
distance_53N5221_18_2_42:24_AS-CC
distance_53N4663_18_2_44:06_AS-CC
distance_53N5221_18_6_45:04_AS-CC
distance_53N5221_18_0_39:07_AS-CC
distance_53N5112_18_6_40:37_AS-CC
distance_53N5255_18_2_44:11_AS-CC
distance_53N5255_18_10_43:04_AS-CC
distance_53N5255_18_4_43:21_AS-CC
distance_53N5221_18_8_43:11_AS-CC
distance_53N5221_18_4_45:26_AS-CC
distance_53N5255_18_0_41:16_AS-CC
distance_53N5255_18_8_42:55_AS-CC
distance_53N4663_18_0_45:00_AS-CC
distance_53N5112_18_2_42:16_AS-CC
distance_53N5112_18_0_44:28_AS-CC
distance_53N4663_18_8_44:51_AS-CC
distance_53N5112_18_4_41:11_AS-CC
distance_53N5255_18_6_44:33_AS-CC
distance_53N5174_10_10_27:25_AS-CC
distance_53N5213_10_0_43:40_AS-CC
distance_53N5213_10_6_45:34_AS-CC
distance_53N4663_10_0_44:27_AS-CC
distance_53N4663_10_2_43:34_AS-CC
distance_53N5213_10_4_45:12_AS-CC
distance_53N5207_10_8_31:20_AS-CC
distance_53N5255_10_0_43:59_AS-CC
distance_53N5174_10_2_40:39_AS-CC
distance_53N5207_10_0_44:44_AS-CC
distance_53N5174_10_6_44:50_AS-CC
distance_53N5255_10_8_45:58_AS-CC
distance_53N5218_10_2_45:25_AS-CC
distance_53N5174_10_4_45:10_AS-CC
distance_53N5255_10_2_42:15_AS-CC
distance_53N5213_10_8_38:09_AS-CC
distance_53N5255_10_6_41:34_AS-CC
distance_53N5174_10_0_42:46_AS-CC
distance_53N5218_10_8_37:59_AS-CC
distance_53N5174_10_8_42:10_AS-CC
distance_53N5207_10_6_44:34_AS-CC
distance_53N5221_10_6_43:15_AS-CC
distance_53N5255_10_4_42:51_AS-CC
distance_53N5218_10_0_39:01_AS-CC
distance_53N5255_10_10_43:07_AS-CC
