41,13,33,23,0,8.78907300658478e-05
30,33,29,18,1,0.336514800890282
37,25,22,29,0,0.0584644405014128
30,22,53,9,0,0.669446696207292
46,27,36,11,0,4.34698111765911e-13
31,17,36,16,0,0.580581851597374
24,27,27,17,6,0.79196241682883
31,36,30,12,1,0.375991875899516
27,24,34,15,3,0.877589468453542
38,23,26,28,0,0.0292508146815356
44,21,22,23,2,8.11711795849141e-09
44,17,14,25,6,3.24104202827458e-09
40,24,41,12,0,0.00318611670500087
31,21,28,23,1,0.404810040714902
48,20,21,20,4,7.85901855454311e-18
43,23,23,20,0,2.16367741629491e-07
29,29,36,12,0,0.548284558874326
44,26,22,24,1,2.54025154653955e-09
38,27,32,13,1,0.066285668650463
11,14,24,16,13,1
37,23,21,14,7,0.21932184691816
48,20,23,21,3,6.40188084736959e-18
35,25,7,20,9,0.9999999999336
42,39,24,7,4,4.96420142171836e-06
34,24,24,24,0,0.191931614721887
31,28,33,15,0,0.530219167338964
57,29,18,15,9,1.08259231361732e-41
46,32,17,19,5,3.45438319213002e-13
29,28,23,24,1,0.313795814492725
